sentiment_label,sentence,source
negative,Is Trouble Brewing At Legal & General Group Plc And Aviva plc?,headline
neutral,Halfords appoints Jonny Mason as new CFO,headline
positive,"It projected revenue of $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimates of $ 2.19 billion .",financialphrasebank
positive,"MD Henning Bahr of Stockmann Gruppen praises the trend , since the chains become stronger and their decision-making processes more clear .",financialphrasebank
neutral,"Goldman Sachs, Barclays, HSBC downplay Brexit threat",headline
positive,CEO Erkki J+�rvinen is happy with the company 's performance in 2010 .,financialphrasebank
positive,Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...,headline
positive,The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 .,financialphrasebank
neutral,SAMPO PLC Jarmo Salonen Head of Investor Relations and Group Communications tel. +358 10 516 0030 Distribution : NASDAQ OMX Helsinki The principal media Financial Supervisory Authority www.sampo.com This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .,financialphrasebank
positive,Walmart still selling Maryland T-shirts featuring the outline of Massachusetts,headline
positive,"Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia .",financialphrasebank
neutral,"`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields .",financialphrasebank
positive,Industry Investment is very interested in Glaston 's solar energy projects .,financialphrasebank
neutral,"Harju Elekter was founded in 1968 , and is the leading producer of electrical equipment and materials in the Baltic States .",financialphrasebank
positive,The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 .,financialphrasebank
neutral,Liora 's got a brand-new bag .,financialphrasebank
neutral,The shares represented 4.998 % of total share capital and 2.14 % of total voting rights .,financialphrasebank
negative,Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,financialphrasebank
neutral,Ingen is an established medical device manufacturer with an emerging new medical product line for the respiratory market worth an estimated $ 4 billion in the U.S. and $ 8 billion globally .,financialphrasebank
positive,"Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 .",financialphrasebank
positive,"`` We have significant experience in smartphone functionality , in the development of mobile Internet services , and in uniting the two into a smooth user experience .",financialphrasebank
neutral,"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .",financialphrasebank
positive,"South Africa approves SABMiller, Coke bottling deal with conditions",headline
positive,"According to CEO Kai Telanne , the company 's newspapers achieved the best financial result ever .",financialphrasebank
neutral,"In April-June 2008 , Scanfil 's net sales totalled EUR 58.7 mn and operating profit EUR 6.6 mn .",financialphrasebank
neutral,"Most of the growth in beer consumption took place in the Far East , Latin America and Africa .",financialphrasebank
neutral,Deliveries by Outotec will take place over 30 months .,financialphrasebank
neutral,The handset maker did not disclose any financial details .,financialphrasebank
neutral,"Regulatory News : The Nomination Committee of Cybercom ( STO : CYBE ) , which is unanimous in its proposal , proposes the election of Jon Risfelt as the new Chairman of the Board .",financialphrasebank
neutral,"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .",financialphrasebank
neutral,"Glaston 's well-known brands are Bavelloni , in pre-processing machines and tools , Tamglass and Uniglass in safety glass machines and Albat + Wirsam in software solutions .",financialphrasebank
neutral,"The company 's US subsidiary Vaisala Inc. acquires Aviation Systems Maintenance , Inc ASMI , a Kansas , U.S. based airport service company with over 2.6 million USD net sales in 2008 .",financialphrasebank
positive,Shire rises as dry eye treatment sails through trial,headline
neutral,Tesco takes fight to discounters with price cuts on brands,headline
positive,"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing .",financialphrasebank
positive,"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier .",financialphrasebank
neutral,The new B shares carry the right to dividend and other shareholder rights with effect from today .,financialphrasebank
positive,Google Fiber to buy Webpass for big city Internet service,headline
neutral,"In the Baltics , the merger of the businesses of the two is expected to be completed in early 2008 .",financialphrasebank
positive,"`` The number of collection errors fell considerably , and operations speeded up .",financialphrasebank
neutral,Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .,financialphrasebank
neutral,New management bring rights issue risk at Standard Charteredâ€,headline
positive,"For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 .",financialphrasebank
positive,"Britain's FTSE buoyed by Admiral, building sector gains",headline
positive,"HELSINKI (Thomson Financial)- Kemira GrowHow swung into profit in its first quarter earnings on improved sales , especially in its fertilizer business in Europe , which is normally stronger during the first quarter .",financialphrasebank
neutral,Welcome !,financialphrasebank
negative,"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",headline
negative,"The number of permanent reductions of clerical workers is 22 employees , of which 19 in Finland .",financialphrasebank
neutral,Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR250m USD332m .,financialphrasebank
positive,JC Penney Cuts Pension Plan Obligation,headline
neutral,"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",financialphrasebank
positive,"Previously , the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year .",financialphrasebank
neutral,"The corresponding increase in the share capital , in total EUR 300,00 was registered in the Finnish Trade Register on May 8 , 2008 .",financialphrasebank
negative,BAE Systems banks on US defence spending to fix sales slide,headline
neutral,"It is Estonia 's second-largest meat processing company by market share ( according to AC Nielsen 's 2008 data , 13 percent ) .",financialphrasebank
negative,`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .,financialphrasebank
positive,Our superior customer centricity and expertise in digital services set us apart from our competitors .,financialphrasebank
neutral,"Upon completion of these transactions , Metso 's stake will amount to more than 60 % .",financialphrasebank
neutral,The company will be part of Teleste 's Video and Broadband Solutions business area .,financialphrasebank
neutral,"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices .",financialphrasebank
positive,Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,financialphrasebank
